site,title,abstract,status,primary_area,keywords,rating,presentation,confidence,soundness,contribution,pdf_link,score_top_overall,llm_category,llm_confidence,llm_reasoning,local_top_overall
https://openreview.net/forum?id=tr6vRn2aPg,FragFM: Hierarchical Framework for Efficient Molecule Generation via Fragment-Level Discrete Flow Matching,"We introduce FragFM, a novel hierarchical framework via fragment-level discrete flow matching for efficient molecular graph generation. FragFM generates molecules at the fragment level, leveraging a coarse-to-fine autoencoder to reconstruct details at the atom level. Together with a stochastic fragment bag strategy to effectively handle an extensive fragment space, our framework enables more efficient and scalable molecular generation. We demonstrate that our fragment-based approach achieves better property control than the atom-based method and additional flexibility through conditioning the fragment bag. We also propose a Natural Product Generation benchmark (NPGen) to evaluate modern molecular graph generative models' ability to generate natural product-like molecules. Since natural products are biologically prevalidated and differ from typical drug-like molecules, our benchmark provides a more challenging yet meaningful evaluation relevant to drug discovery. We conduct a FragFM comparative study against various models on diverse molecular generation benchmarks, including NPGen, demonstrating superior performance. The results highlight the potential of fragment-based generative modeling for large-scale, property-aware molecular design, paving the way for more efficient exploration of chemical space.",Poster,"applications to physical sciences (physics, chemistry, biology, etc.)","Molecular Graph Generation, Discrete Flow Matching, Fragment-Based Drug Discovery, Natural Product","4, 4, 6, 6","3, 3, 3, 3","4, 3, 4, 3","3, 3, 3, 3","2, 2, 3, 3",https://openreview.net/pdf?id=tr6vRn2aPg,-0.12206686469517722,AI for Life Sciences,high,The paper introduces a framework for molecular graph generation aimed at drug discovery and chemical space exploration. This aligns directly with AI applications in biology and healthcare research.,-0.19935228711340255
https://openreview.net/forum?id=HpIxllcNtb,MoGen: Detailed Neuronal Morphology Generation via Point Cloud Flow Matching,"Biological neurons come in many shapes. High-fidelity generative modeling of their varied morphologies is challenging yet underexplored in neuroscience, and crucial for the subfield of connectomics. We introduce MoGen (Neuronal Morphology Generation), a flow matching model to generate high-resolution 3D point clouds of mouse cortex axon and dendrite fragments. This is enabled by an adaptation that injects local geometric context into a scalable latent transformer backbone, allowing for the generation of high-fidelity, realistic samples. To assess MoGen's generation quality, we propose a dedicated evaluation suite with interpretable geometric and topological features tailored to neuronal structures that we validate in a user study. MoGen's practical utility is showcased through controllable generation for visualization via smooth interpolation and a direct downstream application: we augment the training set of a shape plausibility classifier from a production connectomics neuron reconstruction pipeline with millions of generated samples, thereby improving classifier accuracy and reducing the number of remaining split and merge errors by 4.4%. We estimate this can reduce manual proofreading labor by over 157 person-years for reconstruction of a full mouse brain.",Poster,applications to neuroscience & cognitive science,"neuroscience, connectomics, neuron reconstruction, generative modelling, point clouds, flow matching","4, 4, 6, 6","3, 3, 3, 3","5, 4, 3, 3","2, 3, 3, 3","3, 2, 3, 2",https://openreview.net/pdf?id=HpIxllcNtb,-0.2920390386005007,AI for Life Sciences,high,"The paper focuses on generative modeling for neuronal morphologies, directly applying AI to neuroscience and connectomics. This aligns perfectly with the life sciences domain rather than general ML or infrastructure.",-0.21747751517483935
https://openreview.net/forum?id=UjSoF5CM09,AttTok: Marrying Attribute Tokens with Generative Pre-trained Vision-Language Models towards Medical Image Understanding,"Recent generative pre-trained vision–language (GPTv) models have achieved remarkable success in multi-modal understanding, inspiring their adaptation to medical imaging tasks such as disease diagnosis and visual question answering (VQA). However, current instruction-tuned GPTv models suffer from two key challenges: (1) medical attributes (e.g., disease names, severity grades) are encoded as plain text tokens, collapsing semantically distinct concepts into nearly identical textual sequences; and (2) inadequate textual supervision weakens visual representation learning, leading to severe inter-attribute confusion and misaligned vision–language embeddings. To address these limitations, we introduce attribute tokens (AttTok), a set of pre‑defined special tokens that uniquely encode clinical attributes (e.g., imaging modality, diagnosis, severity) within a structured token space. Complemented by attribute‑centric embedding books, AttTok serves as anchor points for aligning both visual and textual modalities into a shared, discriminative representation space. Building on this foundation, we design two key components: an attribute‑centric cross attention (ACC) adapter, which breaks the vision‑to‑text information‑flow bottleneck and enriches the visual encoder with discriminative attribute knowledge, and an attribute‑centric matching (ACM) loss, which enforces robust multi‑modal alignment centered on the attribute tokens. Extensive experiments on five medical classification benchmarks and three VQA datasets demonstrate that AttTok substantially improves both discriminative accuracy and medical knowledge reasoning, establishing a new paradigm for medical GPTv models with clinically discriminative understanding.",Poster,"applications to computer vision, audio, language, and other modalities","Medical generative pre-trained models, medical Multi-Modal alignment, medical VQA, instruction tuning","4, 4, 6, 6","2, 3, 3, 2","4, 3, 4, 4","3, 2, 3, 3","2, 2, 3, 3",https://openreview.net/pdf?id=UjSoF5CM09,-0.2920390386005007,AI for Life Sciences,high,The paper introduces a novel tokenization and alignment method specifically designed for medical image understanding and disease diagnosis. Its primary focus and evaluation benchmarks are centered on healthcare applications and clinical attribute reasoning.,-0.21747751517483935
https://openreview.net/forum?id=aR43t8OEeW,PhysLLM: Harnessing Large Language Models for Cross-Modal Remote Physiological Sensing,"Remote photoplethysmography (rPPG) enables non-contact physiological measurement but remains highly susceptible to illumination changes, motion artifacts, and limited temporal modeling. Large Language Models (LLMs) excel at capturing long-range dependencies, offering a potential solution but struggle with the continuous, noise-sensitive nature of rPPG signals due to their text-centric design. To bridge this gap, we introduce PhysLLM, a collaborative optimization framework that synergizes LLMs with domain-specific rPPG components. Specifically, the Text Prototype Guidance (TPG) strategy is proposed to establish cross-modal alignment by projecting hemodynamic features into LLM-interpretable semantic space, effectively bridging the representational gap between physiological signals and linguistic tokens. Besides, a novel Dual-Domain Stationary (DDS) Algorithm is proposed for resolving signal instability through adaptive time-frequency domain feature re-weighting. Finally, rPPG task-specific cues systematically inject physiological priors through physiological statistics, environmental contextual answering, and task description, leveraging cross-modal learning to integrate both visual and textual information, enabling dynamic adaptation to challenging scenarios like variable illumination and subject movements. Evaluation on four benchmark datasets, PhysLLM achieves state-of-the-art accuracy and robustness, demonstrating superior generalization across lighting variations and motion scenarios.",Poster,"applications to computer vision, audio, language, and other modalities","Remote photoplethysmograph, large language model, heart rate","4, 4, 6, 6","3, 2, 3, 3","4, 4, 4, 4","2, 2, 3, 3","2, 2, 3, 3",https://openreview.net/pdf?id=aR43t8OEeW,-0.4620112125058241,AI for Life Sciences,high,"The paper focuses on applying LLMs to remote physiological sensing (rPPG), which is a direct healthcare and biological monitoring application. The core contribution is enhancing medical signal processing rather than general model infrastructure or inference speed.",-0.23560274323627609
https://openreview.net/forum?id=4ptHfbHG3D,Multi-state Protein Design with DynamicMPNN,"Structural biology has long been dominated by the one sequence, one structure, one function paradigm, yet many critical biological processes—from enzyme catalysis to membrane transport—depend on proteins that adopt multiple conformational states. Existing multi-state design approaches rely on post-hoc aggregation of single-state predictions, achieving poor experimental success rates compared to single-state design. We introduce DynamicMPNN, an inverse folding model explicitly trained to generate sequences compatible with multiple conformations through joint learning across conformational ensembles. Trained on 46,033 conformational pairs covering 75\% of CATH superfamilies and evaluated using Alphafold 3, DynamicMPNN outperforms ProteinMPNN by up to 25% on decoy-normalized RMSD and by 12% on sequence recovery across our challenging multi-state protein benchmark.",Poster,"applications to physical sciences (physics, chemistry, biology, etc.)","Protein Design, AI, BioML, Protein Dynamics, Multi-state proteins, GNN","2, 4, 6, 8","2, 3, 3, 4","4, 4, 3, 4","2, 3, 3, 4","2, 2, 3, 3",https://openreview.net/pdf?id=4ptHfbHG3D,-0.3003902290341123,AI for Life Sciences,high,The paper focuses on protein design and structural biology using deep learning models like DynamicMPNN and AlphaFold 3. This aligns precisely with AI applications for biological research and molecular modeling.,-0.24199139477099654
https://openreview.net/forum?id=uKn9PdREBA,Learning residue level protein dynamics with multiscale Gaussians,"Many methods have been developed to predict static protein structures, however understanding the dynamics of protein structure is essential for elucidating biological function. While molecular dynamics (MD) simulations remain the in silico gold standard, its high computational cost limits scalability. We present DynaProt, a lightweight, SE(3)-invariant framework that predicts rich descriptors of protein dynamics directly from static structures. By casting the problem through the lens of multivariate Gaussians, DynaProt estimates dynamics at two complementary scales: (1) per-residue marginal anisotropy as 
 covariance matrices capturing local flexibility, and (2) joint scalar covariances encoding pairwise dynamic coupling across residues. From these dynamics outputs, DynaProt achieves high accuracy in predicting residue-level flexibility (RMSF) and, remarkably, enables reasonable reconstruction of the full covariance matrix for fast ensemble generation. Notably, it does so using orders of magnitude fewer parameters than prior methods. Our results highlight the potential of direct protein dynamics prediction as a scalable alternative to existing methods.",Poster,"applications to physical sciences (physics, chemistry, biology, etc.)","protein dynamics, flexibility, ensembles","2, 4, 6, 8","3, 3, 4, 4","4, 4, 3, 4","3, 2, 3, 4","2, 2, 3, 3",https://openreview.net/pdf?id=uKn9PdREBA,-0.3003902290341123,AI for Life Sciences,high,The paper presents a machine learning framework for predicting protein dynamics and molecular flexibility. This work is fundamentally focused on computational biology and molecular modeling applications.,-0.24199139477099654
https://openreview.net/forum?id=kc5jbYHedw,Inferring brain plasticity rule under long-term stimulation with structured recurrent dynamics,"Understanding how long-term stimulation reshapes neural circuits requires uncovering the rules of brain plasticity. While short-term synaptic modifications have been extensively characterized, the principles that drive circuit-level reorganization across hours to weeks remain unknown. Here, we formalize these principles as a latent dynamical law that governs how recurrent connectivity evolves under repeated interventions. To capture this law, we introduce the Stimulus-Evoked Evolution Recurrent dynamics (STEER) framework, a dual-timescale model that disentangles fast neural activity from slow plastic changes. STEER represents plasticity as low-dimensional latent coefficients evolving under a learnable recurrence, enabling testable inference of plasticity rules rather than absorbing them into black-box parameters. 
We validate STEER with four benchmarks: synthetic Lorenz systems with controlled parameter shifts, BCM-based networks with biologically grounded plasticity, a task learning setting with adaptively optimized external stimulation and longitudinal recordings from Parkinsonian rats receiving closed-loop DBS. Our results demonstrate that STEER recovers interpretable update equations, predicts network adaptation under unseen stimulation schedules, and supports the design of improved intervention protocols. By elevating long-term plasticity from a hidden confound to an identifiable dynamical object, STEER provides a data-driven foundation for both mechanistic insight and principled optimization of brain stimulation.",Poster,applications to neuroscience & cognitive science,"brain plasticity, long-term stimulation, recurrent dynamics","4, 4, 4, 6","3, 3, 2, 3","4, 4, 3, 3","2, 2, 3, 3","2, 2, 4, 3",https://openreview.net/pdf?id=kc5jbYHedw,-0.5255933056110582,AI for Life Sciences,high,"The paper introduces a framework to infer brain plasticity rules, validated on Parkinsonian rat data and deep brain stimulation protocols. This directly addresses neuroscience and healthcare applications involving neural circuit modeling and medical intervention.",-0.24804472888605814
https://openreview.net/forum?id=OKQYMeWlGa,Align Your Structures: Generating Trajectories with Structure Pretraining for Molecular Dynamics,"Generating molecular dynamics (MD) trajectories using deep generative models has attracted increasing attention, yet remains inherently challenging due to the limited availability of MD data and the complexities involved in modeling high-dimensional MD distributions. To overcome these challenges, we propose a novel framework that leverages structure pre-training for MD trajectory generation. Specifically, we first train a diffusion-based structure generation model on a large-scale conformer dataset, on top of which we introduce an interpolator module trained on MD trajectory data, designed to enforce temporal consistency among generated structures. Our approach effectively harnesses abundant structural data to mitigate the scarcity of MD trajectory data and effectively decomposes the intricate MD modeling task into two manageable subproblems: structural generation and temporal alignment. We comprehensively evaluate our method on the QM9 and DRUGS small-molecule datasets across unconditional generation, forward simulation, and interpolation tasks, and further extend our framework and analysis to tetrapeptide and protein monomer systems. Experimental results confirm that our approach excels in generating chemically realistic MD trajectories, as evidenced by remarkable improvements of accuracy in geometric, dynamical, and energetic measurements.",Poster,"applications to physical sciences (physics, chemistry, biology, etc.)","geometric diffusion models, molecular dynamics","2, 4, 6, 6, 8","2, 3, 3, 3, 3","4, 4, 3, 4, 4","2, 4, 3, 3, 3","1, 3, 2, 3, 3",https://openreview.net/pdf?id=OKQYMeWlGa,-0.2498302653269346,AI for Life Sciences,high,The paper focuses on generating molecular dynamics trajectories for molecules and proteins using deep generative models. This aligns directly with molecular modeling and life sciences applications.,-0.25121351672891645
https://openreview.net/forum?id=tmV2sOZ8TV,Sequential Information Bottleneck Fusion: Towards Robust and Generalizable Multi-Modal Brain Tumor Segmentation,"Brain tumor segmentation in multi-modal MRIs poses significant challenges when one or more modalities are missing. Recent approaches commonly employ parallel fusion strategies; however, these methods often risk losing crucial shared information across modalities, which can degrade segmentation performance. In this paper, we advocate leveraging sequential information bottleneck fusion to effectively preserve shared information across modalities. From an information-theoretic perspective, sequential fusion not only produces more robust fused representations in missing-data scenarios but also achieves a tighter generalization upper bound compared to parallel fusion approaches. Building on this principle, we propose the Sequential Multi-modal Segmentation Network (SMSN), which integrates an Information-Bottleneck Fusion Module (IBFM). The IBFM sequentially extracts modality-common features while reconstructing modality-specific features through a dedicated feature extraction module. Extensive experiments on the BRATS18 and BRATS20 glioma datasets demonstrate that SMSN consistently outperforms traditional parallel fusion-based baselines, achieving exceptional robustness in diverse missing-modality settings. Furthermore, SMSN exhibits superior cross-domain generalization, as evidenced by its ability to transfer a trained model from BRATS20 to a brain metastasis dataset without fine-tuning. To ensure reproducibility, the code of the SMSN is provided in the supplementary file.",Poster,"unsupervised, self-supervised, semi-supervised, and supervised representation learning","Brain Tumor Segmentation, Missing Modality, Generalization, Robustness","4, 4, 6, 6","3, 3, 3, 3","4, 4, 2, 3","3, 3, 3, 3","2, 2, 3, 3",https://openreview.net/pdf?id=tmV2sOZ8TV,-0.1495916340886082,AI for Life Sciences,high,"The paper focuses on brain tumor segmentation using MRI data, which is a direct healthcare application. The proposed method addresses clinical challenges like missing modalities in medical imaging datasets.",-0.25674297943684055
https://openreview.net/forum?id=uYlNjHC7ag,Hierarchical Multi-Scale Molecular Conformer Generation with Structural Awareness,"Molecular conformer generation is a fundamental task for drug discovery and material design. Although deep generative models have progressed in this area, existing methods often overlook the hierarchical structural organization inherent to molecules, leading to poor-quality generated conformers. To address this challenge, we demonstrate that capturing the spatial arrangement of key substructures, such as scaffolds, is essential, as they serve as anchors that define the overall molecular distribution. In this paper, we propose a hierarchical multi-scale molecular conformer generation framework (MSGEN), designed to enhance key substructure awareness by leveraging spatially informed guidance. Our framework initiates the generation process from coarse-grained key substructures, progressively refining the conformer by utilizing these coarser-scale structures as conditional guidance for subsequent finer-scale stages. To bridge scale discrepancies between stages, we introduce a molecular upsampling technique that aligns the structural scales, ensuring smooth propagation of geometric guidance. Extensive experiments on standard benchmarks demonstrate that our framework integrates seamlessly with a wide range of existing molecular generative models and consistently generates more stable and chemically plausible molecular conformers.",Poster,generative models,"Molecular conformer generation, Generative models","2, 6, 6, 6","3, 3, 3, 3","5, 2, 3, 4","3, 3, 3, 3","1, 3, 3, 3",https://openreview.net/pdf?id=uYlNjHC7ag,-0.24397868126058164,AI for Life Sciences,high,"The paper focuses on molecular conformer generation for drug discovery and material design, which falls squarely under computational biology and chemistry. This aligns directly with the AI for Life Sciences category.",-0.25859409030709474
https://openreview.net/forum?id=cK35kNVm5r,MedVR: Annotation-Free Medical Visual Reasoning via Agentic Reinforcement Learning,"Medical Vision-Language Models (VLMs) hold immense promise for complex clinical tasks, but their reasoning capabilities are often constrained by text-only paradigms that fail to ground inferences in visual evidence. This limitation not only curtails performance on tasks requiring fine-grained visual analysis but also introduces risks of visual hallucination in safety-critical applications. Thus, we introduce MedVR, a novel reinforcement learning framework that enables annotation-free visual reasoning for medical VLMs. Its core innovation lies in two synergistic mechanisms: Entropy-guided Visual Regrounding (EVR) uses model uncertainty to direct exploration, while Consensus-based Credit Assignment (CCA) distills pseudo-supervision from rollout agreement. Without any human annotations for intermediate steps, MedVR achieves state-of-the-art performance on diverse public medical VQA benchmarks, significantly outperforming existing models. By learning to reason directly with visual evidence, MedVR promotes the robustness and transparency essential for accelerating the clinical deployment of medical AI.",Poster,"foundation or frontier models, including LLMs","Medical visual reasoning, Medical VQA","2, 4, 4, 6, 8","2, 3, 2, 3, 3","4, 4, 3, 3, 3","2, 3, 3, 3, 4","2, 2, 2, 3, 4",https://openreview.net/pdf?id=cK35kNVm5r,-0.3185450685649006,AI for Life Sciences,high,The paper focuses on improving Vision-Language Models specifically for medical tasks and clinical deployment. This aligns directly with the healthcare applications focus of the Life Sciences category.,-0.2698407072226978
https://openreview.net/forum?id=JzZhhhxniR,Nef-Net v2: Adapting Electrocardio Panorama in the wild,"Conventional multi-lead electrocardiogram (ECG) systems capture cardiac signals
from a fixed set of anatomical viewpoints defined by lead placement. However, cer-
tain cardiac conditions (e.g., Brugada syndrome) require additional, non-standard
viewpoints to reveal diagnostically critical patterns that may be absent in standard
leads. To systematically overcome this limitation, Nef-Net was recently introduced
to reconstruct a continuous electrocardiac field, enabling virtual observation of
ECG signals from arbitrary views (termed Electrocardio Panorama). Despite
its promise, Nef-Net operates under idealized assumptions and faces in-the-wild
challenges, such as long-duration ECG modeling, robustness to device-specific
signal artifacts, and suboptimal lead placement calibration. This paper presents
NEF-NET V2, an enhanced framework for realistic panoramic ECG synthesis that
supports arbitrary-length signal synthesis from any desired view, generalizes across
ECG devices, and compensates for operator-induced deviations in electrode place-
ment. These capabilities are enabled by a newly designed model architecture that
performs direct view transformation, incorporating a workflow comprising offline
pretraining, device calibration tuning steps as well as an on-the-fly calibration step
for patient-specific adaptation. To rigorously evaluate panoramic ECG synthe-
sis, we construct a new Electrocardio Panorama benchmark, called Panobench,
comprising 4470 recordings with 48-view per subject, capturing the full spatial
variability of cardiac electrical activity. Experimental results show that NEF-NET
V2 delivers substantial improvements over Nef-Net, yielding an increase of around
6 dB in PSNR in real-world setting. Our data and code are publicly available at
https://github.com/HKUSTGZ-ML4Health-Lab/NEFNET-v2.",Poster,"applications to physical sciences (physics, chemistry, biology, etc.)","ECG representation, Cardiac Diagnosis","2, 6, 6","2, 4, 3","4, 3, 4","2, 3, 3","2, 3, 3",https://openreview.net/pdf?id=JzZhhhxniR,-0.5350950069560141,AI for Life Sciences,high,"The paper presents a deep learning framework for reconstructing and synthesizing electrocardiogram (ECG) signals to aid in cardiac diagnosis. This application directly targets healthcare and medical signal processing, fitting the life sciences category.",-0.2724508141311866
https://openreview.net/forum?id=cMGJcHHI7d,Only Brains Align with Brains: Cross-Region Patterns Expose Limits of Normative Models,"Neuroscientists and computer vision scientists alike have relied on model-brain alignment benchmarks to find parallels between artificial and biological vision systems. These benchmarks rank models according to alignment measures (AM) such as representational similarity analysis (RSA) and linear predictivity (LP). However, recent works have revealed a number of problems with these rankings, such as their sensitivity towards the choice of AM, raising the deeper conceptual question of what it means for a model to be “brain-aligned.” 

Here, we introduce the notion of *alignment patterns* - characteristic patterns of alignment between brain regions-and posit that models should reproduce these patterns in order to be considered brain-aligned. 
First, we apply a standard benchmarking pipeline to a broad spectrum of vision models on the BOLD-Moments video fMRI dataset across visual regions of interest (ROIs).  
We find that, while this pipeline can identify nominally best predictive models, many other models fall within subject-level variability and are therefore practically equivalent in terms of brain alignment.

We then apply our complementary relational criterion: a ROI-aligned model should reproduce that ROIs cross-region alignment pattern. We find that, while these patterns are highly stable across brains of different subjects, even top-ranked models fail to capture them. Notably, models that appear practically equivalent in predictive accuracy diverge sharply under the relational criterion, revealing both the limitations with respect to discriminative power of existing evaluation pipelines, as well as alignment pattern analysis as a way of increasing this discriminative power.

Finally, we argue for a principled distinction between brain-predictivity and brain-alignment. For applications such as digital twins, prediction performance may suffice; but for understanding the inductive biases of the visual system, models should satisfy stricter distributional and relational criteria.",Poster,applications to neuroscience & cognitive science,"brain alignment, benchmarking, representational similarity analysis, video models","4, 4, 6","2, 2, 2","4, 3, 3","3, 2, 3","3, 2, 3",https://openreview.net/pdf?id=cMGJcHHI7d,-0.4147843366134693,AI for Life Sciences,high,The research evaluates AI vision models against biological brain data to advance neuroscience understanding. This aligns directly with the neuroscience and cognitive science scope of the Life Sciences category.,-0.27267415362814185
https://openreview.net/forum?id=1ifQzlETeG,MindMix: A Multimodal Foundation Model for Auditory Perception Decoding via Deep Neural-Acoustic Alignment,"Decoding complex auditory experiences from non-invasive EEG is a rapidly emerging field that holds significant promise for advancing both fundamental neuroscience and human-machine interaction technologies. Recent developments in EEG foundation models have yielded powerful neural representations that are promising for auditory decoding. However, the effectiveness of these models remains fundamentally constrained by their limited integration with acoustic stimulus information. Specifically, the lack of deep coupling between neural signals and auditory inputs hampers the models’ ability to generalize effectively across diverse auditory tasks. To bridge this gap, we introduce MindMix, a multimodal foundation model designed to bridge the gap between unimodal EEG foundations and task-specific auditory decoders. MindMix employs a two-stage training strategy: first, a high-capacity EEG encoder is pre-trained on over 3,000 hours of EEG data to learn generalized EEG features that can transfer across tasks and subjects. Second, the model learns the neural-acoustic mapping using over 100 hours of paired data, facilitated by our novel Cross-Attention Low-Rank Alignment module, which facilitates fine-grained, cross-modal information integration. Experimental results demonstrate that MindMix substantially surpassing existing baselines across a range of auditory decoding tasks, including auditory attention decoding, auditory emotion recognition, and cross-modal retrieval. This work thus establishes a foundation for future research in multimodal brain decoding and auditory brain-computer interfaces. Our code is available at https://anonymous.4open.science/r/MindMix-654B/.",Poster,applications to neuroscience & cognitive science,"Electroencephalogram,  Audio,  Multimodal foundation model,  Auditory decoding","2, 4, 6, 6","2, 1, 2, 3","5, 4, 3, 4","2, 2, 3, 2","2, 3, 3, 3",https://openreview.net/pdf?id=1ifQzlETeG,-0.7999839377831477,AI for Life Sciences,high,"The research focuses on decoding auditory experiences from EEG signals, applying deep learning to neuroscience and brain-computer interfaces. This falls under AI for Life Sciences as the category explicitly includes neuroscience and cognitive science.",-0.27289572967231923
https://openreview.net/forum?id=UtbSWdWv0F,CogMoE: Signal-Quality–Guided Multimodal MoE for Cognitive Load Prediction,"Reliable cognitive load (CL) prediction in real-world settings is fundamentally constrained by the poor and variable quality of physiological signals. In safety-critical tasks such as driving, degraded signal quality can severely compromise prediction accuracy, limiting the deployment of existing models outside controlled lab conditions. To address this challenge, we propose CogMoE, a signal quality–guided Mixture-of-Experts (MoE) framework that dynamically adapts to heterogeneous and noisy inputs. CogMoE flexibly integrates physiological modalities, including EEG, ECG, EDA, and gaze, through quality-aware gating, enabling context-sensitive fusion. The framework operates in two stages: (1) quality-aware multi-modal synchronization and recovery to mitigate artifacts, temporal misalignment, and missing data, and (2) signal-quality-specific expert modeling via a cross-modal MoE transformer that regulates information flow based on signal reliability. To further improve stability, we introduce CORTEX Loss, which balances reconstruction fidelity and expert utilization under noise. Experiments on CL-Drive and ADABase show that CogMoE outperforms strong baselines, delivering consistent improvements across diverse signal qualities.",Poster,applications to neuroscience & cognitive science,"Cognitive-load, multi-modality, mixture-of-experts","0, 4, 6, 8","2, 2, 3, 4","3, 4, 4, 4","2, 2, 3, 4","2, 3, 3, 3",https://openreview.net/pdf?id=UtbSWdWv0F,-0.6489644692707288,AI for Life Sciences,high,"The paper focuses on predicting cognitive load using physiological signals like EEG and ECG, aligning with cognitive science and neuroscience. Although driving is a use case, the core contribution is biological signal processing rather than robotic control.",-0.2844360792168587
https://openreview.net/forum?id=9vo3J4LwoT,SubDyve: Subgraph-Driven Dynamic Propagation for Virtual Screening Enhancement Controlling False Positive,"Virtual screening (VS) aims to identify bioactive compounds from vast chemical libraries, but remains difficult in low-label regimes where only a few actives are known. Existing methods largely rely on general-purpose molecular fingerprints and overlook class-discriminative substructures critical to bioactivity. Moreover, they consider molecules independently, limiting effectiveness in low-label regimes. We introduce SubDyve, a network-based VS framework that constructs a subgraph-aware similarity network and propagates activity signals from a small known actives. When few active compounds are available, SubDyve performs iterative seed refinement, incrementally promoting new candidates based on local false discovery rate. This strategy expands the seed set with promising candidates while controlling false positives from topological bias and overexpansion. We evaluate SubDyve on ten DUD-E targets under zero-shot conditions and on the CDK7 target with a 10-million-compound ZINC dataset. SubDyve consistently outperforms existing fingerprint or embedding-based approaches, achieving margins of up to +34.0 on the BEDROC and +24.6 on the $EF_{1\\%}$ metric.",Poster,"applications to physical sciences (physics, chemistry, biology, etc.)","Virtual screening, Data mining, Subgraph pattern fingerprint, Chemical similarity-based network, LFDR-based seed refinement","4, 4, 6, 8","3, 2, 3, 3","3, 3, 4, 2","2, 2, 3, 3","2, 2, 3, 3",https://openreview.net/pdf?id=9vo3J4LwoT,-0.4599057325488616,AI for Life Sciences,high,"The paper introduces a framework for virtual screening to identify bioactive compounds, which is a core task in drug discovery and molecular modeling. This application domain fits squarely within the AI for Life Sciences category.",-0.312673190767084
https://openreview.net/forum?id=I4meJN28Ol,CellDuality: Unlocking Biological Reasoning in LLMs with Self-Supervised RLVR,"\begin{abstract}
Developing generalist large language models (LLMs) capable of complex biological reasoning is a central challenge in computational biology. While existing LLMs excel at predictive tasks like cell type annotation and logically-constrained problems, enabling open-ended and mechanistic reasoning remains a challenge. A promising direction is Reinforcement Learning from Verifiable Rewards (RLVR), which has been shown to significantly enhance complex reasoning in general domains like mathematics and code synthesis. However, its application in biology is hindered, as most biological outcomes are non-verifiable. For example, verifying a generated gene sequence is usually infeasible. In this paper, we introduce CellDuality, a self-supervised framework that enables LLM agents for robust reasoning in single-cell biology. Our framework is built on the principle of complementary task duality, a self-verification process that leverages a bidirectional reasoning loop. First, the model performs a forward reasoning task by predicting a biological outcome (e.g., a cell's response to a drug). Then, in a complementary inverse task, it must reason backward from its own prediction to reconstruct the initial conditions (e.g., the original drug perturbation). The fidelity of this reconstruction serves as an intrinsic reward signal, creating a feedback loop that enforces logical and biological consistency. We use these intrinsic rewards to align the base LLM via reinforcement learning, without requiring ground-truth verification labels. We demonstrate that CellDuality achieves state-of-the-art performance and provides coherent biological explanations across a diverse suite of single-cell reasoning tasks. Critically, on the challenging out-of-distribution perturbation prediction benchmark, our self-supervised approach significantly outperforms the standard fine-tuning baseline and narrows the performance gap to a supervised RLVR baseline. Our work showcases a new path toward scalable training of biological foundation models.",Poster,"applications to physical sciences (physics, chemistry, biology, etc.)","Reinforcement Learning, Biological Reasoning, Foundation Models, Single-Cell Biology","2, 6, 6","3, 3, 3","2, 4, 3","3, 3, 3","2, 3, 3",https://openreview.net/pdf?id=I4meJN28Ol,-0.3451651342734907,AI for Life Sciences,high,"The paper focuses on enhancing LLM capabilities specifically for biological reasoning tasks like single-cell analysis and drug perturbation prediction. Although it introduces a reinforcement learning framework, the primary application and problem domain are firmly within computational biology.",-0.3248047664805215
https://openreview.net/forum?id=LQDeJk6NOr,BioMD: All-atom Generative Model for Biomolecular Dynamics Simulation,"Molecular dynamics (MD) simulations are essential tools in computational chemistry and drug discovery, offering crucial insights into dynamic molecular behavior. However, their utility is significantly limited by substantial computational costs, which severely restrict accessible timescales for many biologically relevant processes. Despite the encouraging performance of existing machine learning (ML) methods, they struggle to generate extended biomolecular system trajectories, primarily due to the lack of MD datasets and the large computational demands of modeling long historical trajectories. Here, we introduce BioMD, the first all-atom generative model to simulate long-timescale protein-ligand dynamics using a hierarchical framework of forecasting and interpolation. We demonstrate the effectiveness and versatility of BioMD on the DD-13M (ligand unbinding) and MISATO datasets. For both datasets, BioMD generates highly realistic conformations, showing high physical plausibility and low reconstruction errors. Besides, BioMD successfully generates ligand unbinding paths for 97.1% of the protein-ligand systems within ten attempts, demonstrating its ability to explore critical unbinding pathways. Collectively, these results establish BioMD as a tool for simulating complex biomolecular processes, offering broad applicability for computational chemistry and drug discovery.",Poster,"applications to physical sciences (physics, chemistry, biology, etc.)","molecular dynamics, biomolecular trajectories generation","4, 4, 6, 6","3, 4, 3, 3","2, 5, 3, 3","2, 3, 3, 3","2, 2, 3, 3",https://openreview.net/pdf?id=LQDeJk6NOr,-0.34708857738736265,AI for Life Sciences,high,The paper introduces a generative model specifically for simulating biomolecular dynamics and protein-ligand interactions. This aligns directly with AI applications in computational chemistry and drug discovery within the life sciences domain.,-0.3322588998217152
